brand,model_name,slug,제조 업체,주문 번호,카메라 카테고리,카메라 시리즈,보증 (Warranty),센서 공급업체,센서,셔터,센서 타입,해상도 (HxV),픽셀 사이즈 HxV,라인 속도,모노크롬/컬러,빛스펙트럼,인터페이스,픽셀 비트 깊이,동기화,카메라 I/O 커넥터,전원 공급,하우징 종류,보호 등급,하우징 ‍사이즈 (L x W x H),무게 (Weight),렌즈 마운트,작동 온도,Basler,Conformity,제품군,제품 라인,센서 포맷,센서 대각선 길이,센서 크기,프레임 속도,카메라 데이터 커넥터,이미지 데이터 인터페이스,노출 제어,디지털 입력,범용 I/O,전원 요구사항 (일반적),측정된,양자 효율 (일반/최소),다크 노이즈 (일반/최대),포화 용량 (일반/최소),"다이나믹 레인지 (Dinamic Range, 일반/최소)",신호 대 노이즈비 (Signal to Noise Ratio)(일반/최소),기준,FOV (Field of View),심도(Depth) 이미지 해상도 및 FPS,측정 방식,"에고 모션(Ego-motion, IMU)",작업 범위,운영 체제,양산,소모 전력 PoE,해상도,디지털 출력,작동 중 주변 온도,Compression Beyond 사용시 프레임 속도,비디오 출력 유형,Camera Link ‍Clock,파장 (Wavelength),스트리밍 형식,정확도( Accuracy),템포럴 노이즈,지연 (Latency),조명 (Illumination),햇빛에서의 내구성,데이터 커넥터,전원 공급 장치,구성 요소,표준,프로그래밍 언어,타사 지원,마운팅 포인트,하우징 대체품,‍이미지 처리,양자 효율 - 녹색 (일반/최소),양자 효율 - 파란색 (일반/최소),양자 효율 - 빨간색 (일반/최소),납품 범위,심도(Depth) 해상도,작업 공간,초점 거리,프로세서 제조업체,수평 해상도(X축),높이 해상도 (Z축),배율,광원,이격 거리 (Clearance Distance),Heliotis,반복정밀도 (Z축),레이저 등급,Z축 선형성(+/- % of MR),스캔 속도,데이터포인트/프로파일,측정 거리,LMI,JAI
Basler,boA13440-19ccCST,boa13440-19cccst,Basler,109630,에어리어 스캔 카메라,Basler boost,36개월,Sony,IMX661,Global Shutter,CMOS,13376 px × 9528 px,3.45 μm × 3.45 μm,,Color,Visible,CoaXPress (CXP-12),,,,24V DC (via CoaXPress),,,54 mm x 90 mm x 90 mm,700 g,M72 x 0.75,,,KC,boost R,,"3.6""",56.73 mm,46.14 mm × 32.87 mm,19 fps,,CoaXPress (2.5–12.5 Gbps),,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,dmA2048-37gm (Mono),dma2048-37gm-mono,Basler,109480,에어리어 스캔 카메라,Basler dart,36개월,Sony,IMX900,Global Shutter,CMOS,2048 px × 1536 px,2.25 μm × 2.25 μm,,Mono,Visible + NIR,GigE,8 bits / 10 bits / 12 bits,,,5 VDC (camera module only) / 12 - 24 VDC (when using Interface Board AUX) / PoE (when using Interface Board PoE),Board Level,,27 mm x 27 mm x 13.9 mm,14 g,No-Mount,0 °C - 75 °C,,"CE (incl. RoHS), EAC, GenICam, GigE Vision 2.0, KC, RoHS, UKCA",dart M,,1/3.1'',5.81 mm,4.61 mm × 3.46 mm,37 fpsCalculate individual frame rate,,"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,1,,,,,9.9 ke¯ (typical),63.7 dB (typical),40 dB (typical),,,,,,,,,,3.2 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,dmA2048-37gc (Color),dma2048-37gc-color,Basler,109481,에어리어 스캔 카메라,Basler dart,36개월,Sony,IMX900,Global Shutter,CMOS,2048 px × 1536 px,2.25 μm × 2.25 μm,,Color,Visible + NIR,GigE,8 bits / 10 bits / 12 bits,,,5 VDC (camera module only) / 12 - 24 VDC (when using Interface Board AUX) / PoE (when using Interface Board PoE),Board Level,,27 mm x 27 mm x 13.9 mm,14 g,No-Mount,0 °C - 75 °C,,"CE (incl. RoHS), EAC, GenICam, GigE Vision 2.0, KC, RoHS, UKCA",dart M,,1/3.1'',5.81 mm,4.61 mm × 3.46 mm,37 fpsCalculate individual frame rate,,"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,1,,,,,,,,,,,,,,,,,3.2 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A4096-9gcIP67,a2a4096-9gcip67,Basler,109655,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX545,Global Shutter,CMOS,4096 px × 3000 px,2.74 μm × 2.74 μm,,Color,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP65/67 (with lens housing and cable),55.5 mm x 31 mm x 31 mm,72 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP65, IP67, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R with IP67,"1/1.1""",13.91 mm,11.22 mm × 8.22 mm,9 fps,M12 X-coded 8-pin receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,3 W,,,,,,,,,,,,,,,,12.3 MP,,-20 °C - 55 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2448-23gmIP67,a2a2448-23gmip67,Basler,109658,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX547,Global Shutter,CMOS,2448 px × 2048 px,2.74 μm × 2.74 μm,,Mono,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP65/67 (with lens housing and cable),55.5 mm x 31 mm x 31 mm,72 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP65, IP67, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R with IP67,"1/1.8""",8.75 mm,6.71 mm × 5.61 mm,23 fps,M12 X-coded 8-pin receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,2.8 W,541 nm,65.8 % (typical),2.5 e¯ (typical),9.9 ke¯ (typical),70.1 dB (typical),39.9 dB (typical),,,,,,,,,,5 MP,,-20 °C - 55 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A1920-51gmIP67,a2a1920-51gmip67,Basler,109660,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX392,Global Shutter,CMOS,1920 px × 1200 px,3.45 μm × 3.45 μm,,Mono,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP65/67 (with lens housing and cable),55.5 mm x 31 mm x 31 mm,72 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP65, IP67, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R with IP67,"1/2.3""",7.77 mm,6.6 mm × 4.1 mm,51 fps,M12 X-coded 8-pin receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,3 W,541 nm,62.2 % (typical),2.6 e¯ (typical),10.5 ke¯ (typical),71.7 dB (typical),40.2 dB (typical),,,,,,,,,,2.3 MP,,-20 °C - 55 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A1920-51gcIP67,a2a1920-51gcip67,Basler,109661,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX392,Global Shutter,CMOS,1920 px × 1200 px,3.45 μm × 3.45 μm,,Color,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP65/67 (with lens housing and cable),55.5 mm x 31 mm x 31 mm,72 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP65, IP67, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R with IP67,"1/2.3""",7.77 mm,6.6 mm × 4.1 mm,51 fps,M12 X-coded 8-pin receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,3.1 W,,,,,,,,,,,,,,,,2.3 MP,,-20 °C - 55 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2448-23gcIP67,a2a2448-23gcip67,Basler,109659,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX547,Global Shutter,CMOS,2448 px × 2048 px,2.74 μm × 2.74 μm,,Color,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP65/67 (with lens housing and cable),55.5 mm x 31 mm x 31 mm,72 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP65, IP67, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R with IP67,"1/1.8""",8.75 mm,6.71 mm × 5.61 mm,23 fps,M12 X-coded 8-pin receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,2.9 W,,,,,,,,,,,,,,,,5 MP,,-20 °C - 55 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A4096-9gmIP67,a2a4096-9gmip67,Basler,109654,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX545,Global Shutter,CMOS,4096 px × 3000 px,2.74 μm × 2.74 μm,,Mono,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP65/67 (with lens housing and cable),55.5 mm x 31 mm x 31 mm,72 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP65, IP67, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R with IP67,"1/1.1""",13.91 mm,11.22 mm × 8.22 mm,9 fps,M12 X-coded 8-pin receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,2.9 W,541 nm,66.8 % (typical),2.5 e¯ (typical),9.9 ke¯ (typical),70.2 dB (typical),40 dB (typical),,,,,,,,,,12.3 MP,,-20 °C - 55 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2840-14gmIP67,a2a2840-14gmip67,Basler,109656,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX546,Global Shutter,CMOS,2840 px × 2840 px,2.74 μm × 2.74 μm,,Mono,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP65/67 (with lens housing and cable),55.5 mm x 31 mm x 31 mm,72 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP65, IP67, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R with IP67,"2/3""",11 mm,7.78 mm × 7.78 mm,14 fps,M12 X-coded 8-pin receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,2.8 W,541 nm,65.7 % (typical),2.4 e¯ (typical),9.8 ke¯ (typical),70.1 dB (typical),39.9 dB (typical),,,,,,,,,,8 MP,,-20 °C - 55 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2840-14gcIP67,a2a2840-14gcip67,Basler,109657,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX546,Global Shutter,CMOS,2840 px × 2840 px,2.74 μm × 2.74 μm,,Color,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP65/67 (with lens housing and cable),55.5 mm x 31 mm x 31 mm,72 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP65, IP67, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R with IP67,"2/3""",11 mm,7.78 mm × 7.78 mm,14 fps,M12 X-coded 8-pin receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,2.9 W,,,,,,,,,,,,,,,,8 MP,,-20 °C - 55 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A5328-4gmIP67,a2a5328-4gmip67,Basler,109648,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX540,Global Shutter,CMOS,5328 px × 4608 px,2.74 μm × 2.74 μm,,Mono,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP65/67 (with lens housing and cable),55.5 mm x 31 mm x 31 mm,72 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP65, IP67, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R with IP67,"1.2""",19.26 mm,14.57 mm × 12.6 mm,4 fps,M12 X-coded 8-pin receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,2.9 W,541 nm,66.3 % (typical),2.2 e¯ (typical),9.7 ke¯ (typical),70.7 dB (typical),39.9 dB (typical),,,,,,,,,,24.4 MP,,-20 °C - 55 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A4504-5gcIP67,a2a4504-5gcip67,Basler,109651,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX541,Global Shutter,CMOS,4504 px × 4504 px,2.74 μm × 2.74 μm,,Color,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP65/67 (with lens housing and cable),55.5 mm x 31 mm x 31 mm,72 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP65, IP67, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R with IP67,"1.1""",17.45 mm,12.34 mm × 12.34 mm,5 fps,M12 X-coded 8-pin receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,3.2 W,,,,,,,,,,,,,,,,20.2 MP,,-20 °C - 55 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A5320-7gmIP67,a2a5320-7gmip67,Basler,109652,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX542,Global Shutter,CMOS,5320 px × 3032 px,2.74 μm × 2.74 μm,,Mono,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP65/67 (with lens housing and cable),55.5 mm x 31 mm x 31 mm,72 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP65, IP67, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R with IP67,"1.1""",16.78 mm,14.58 mm × 8.31 mm,7 fps,M12 X-coded 8-pin receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,2.9 W,541 nm,65.9 % (typical),2.2 e¯ (typical),9.7 ke¯ (typical),70.9 dB (typical),39.9 dB (typical),,,,,,,,,,16.1 MP,,-20 °C - 55 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A5328-4gcIP67,a2a5328-4gcip67,Basler,109649,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX540,Global Shutter,CMOS,5328 px × 4608 px,2.74 μm × 2.74 μm,,Color,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP65/67 (with lens housing and cable),55.5 mm x 31 mm x 31 mm,72 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP65, IP67, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R with IP67,"1.2""",19.26 mm,14.57 mm × 12.6 mm,4 fps,M12 X-coded 8-pin receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,3 W,,,,,,,,,,,,,,,,24.4 MP,,-20 °C - 55 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A5320-7gcIP67,a2a5320-7gcip67,Basler,109653,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX542,Global Shutter,CMOS,5320 px × 3032 px,2.74 μm × 2.74 μm,,Color,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP65/67 (with lens housing and cable),55.5 mm x 31 mm x 31 mm,72 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP65, IP67, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R with IP67,"1.1""",16.78 mm,14.58 mm × 8.31 mm,7 fps,M12 X-coded 8-pin receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,3.1 W,,,,,,,,,,,,,,,,16.1 MP,,-20 °C - 55 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A4504-5gmIP67,a2a4504-5gmip67,Basler,109650,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX541,Global Shutter,CMOS,4504 px × 4504 px,2.74 μm × 2.74 μm,,Mono,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP65/67 (with lens housing and cable),55.5 mm x 31 mm x 31 mm,72 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP65, IP67, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R with IP67,"1.1""",17.45 mm,12.34 mm × 12.34 mm,5 fps,M12 X-coded 8-pin receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,3.1 W,541 nm,66.2 % (typical),2.2 e¯ (typical),9.7 ke¯ (typical),70.9 dB (typical),39.9 dB (typical),,,,,,,,,,20.2 MP,,-20 °C - 55 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,r2L16384-120cm,r2l16384-120cm,Basler,109592,라인 스캔 카메라,Basler racer 2,36개월,Gpixel,GL3516,Global Shutter,CMOS,16384 px × 2 px,3.5 μm × 3.5 μm,120 kHzCalculate individual frame rate,Mono,Visible,CoaXPress (CXP-12),10 bits,free-run / hardware trigger / software trigger,,,Box,,36 mm x 80 mm x 90 mm,420 g,M72 x 0.75,0 °C - 50 °C,,"CE (incl. RoHS), CoaXPress 2.0, EAC, FCC, GenICam, KC, RoHS, UKCA",,,,,,,,,,3,,,,,,,,,,,,,,,,,,16k,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,r2L8192-80cc,r2l8192-80cc,Basler,108852,라인 스캔 카메라,Basler racer 2,36개월,Gpixel,GL7008,Global Shutter,CMOS,8192 px × 4 px,7 μm × 7 μm,80 kHzCalculate individual frame rate,Color,Visible,CoaXPress (CXP-12),10 bits / 12 bits,free-run / hardware trigger / software trigger,,,Box,,36 mm x 80 mm x 90 mm,420 g,M72 x 0.75,0 °C - 50 °C,,"CE (incl. RoHS), CoaXPress 2.0, EAC, FCC, GenICam, KC, RoHS, UKCA",,,,,,,,,,3,,,,,,,,,,,,,,,,,,8k,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,r2L16384-60cc,r2l16384-60cc,Basler,108854,라인 스캔 카메라,Basler racer 2,36개월,Gpixel,GL3516,Global Shutter,CMOS,16384 px × 2 px,3.5 μm × 3.5 μm,60 kHzCalculate individual frame rate,Color,Visible,CoaXPress (CXP-12),10 bits,free-run / hardware trigger / software trigger,,,Box,,36 mm x 80 mm x 90 mm,420 g,M72 x 0.75,0 °C - 50 °C,,"CE (incl. RoHS), CoaXPress 2.0, EAC, FCC, GenICam, KC, RoHS, UKCA",,,,,,,,,,3,,,,,,,,,,,,,,,,,,16k,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,r2L8192-240cm,r2l8192-240cm,Basler,109541,라인 스캔 카메라,Basler racer 2,36개월,Gpixel,GL7008,Global Shutter,CMOS,8192 px × 4 px,7 μm × 7 μm,240 kHzCalculate individual frame rate,Mono,Visible,CoaXPress (CXP-12),10 bits / 12 bits,free-run / hardware trigger / software trigger,,,Box,,36 mm x 80 mm x 90 mm,420 g,M72 x 0.75,0 °C - 50 °C,,"CE (incl. RoHS), CoaXPress 2.0, EAC, FCC, GenICam, KC, RoHS, UKCA",,,,,,,,,,3,,,,,,,,,,,,,,,,,,8k,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2560-131cmSWIR,a2a2560-131cmswir,Basler,109632,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX992,Global Shutter,InGaAs,2560 px × 2048 px,3.45 μm × 3.45 μm,,Mono,Visible + SWIR,CoaXPress (CXP-12),8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,PoCXP,Box,IP30,42.8 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), CoaXPress 2.0, EAC, FCC, GenICam, IP30, KC, RoHS, UL",ace 2 X,ace 2 X visSWIR,"1/1,4''",11.4 mm,8.8 mm × 7.1 mm,131 fpsCalculate individual frame rate,HDBNC 75 Ω receptacle (CXP),CoaXPress (2.5–12.5 Gbps),hardware trigger / programmable via the camera API,1,2,,525 nm,,,,,,,,,,,,,,,5.2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2048-173cmSWIR,a2a2048-173cmswir,Basler,109633,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX993,Global Shutter,InGaAs,2048 px × 1536 px,3.45 μm × 3.45 μm,,Mono,Visible + SWIR,CoaXPress (CXP-12),8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,PoCXP,Box,IP30,42.8 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), CoaXPress 2.0, EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL",ace 2 X,ace 2 X visSWIR,"1/1.8""",8.9 mm,7.1 mm × 5.3 mm,173 fpsCalculate individual frame rate,HDBNC 75 Ω receptacle (CXP),CoaXPress (2.5–12.5 Gbps),hardware trigger / programmable via the camera API,1,2,,525 nm,,,,,,,,,,,,,,,3.1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA3800-10gm,aca3800-10gm,Basler,107538,에어리어 스캔 카메라,Basler ace,36개월,onsemi,MT9J003,Rolling Shutter,CMOS,3840 px × 2748 px,1.67 μm × 1.67 μm,,Mono,Visible,GigE,12 bits,,Hirose HR10A 6-pin plug,PoE or 12 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision, IEEE 802.3af (PoE), IP30, KC, RoHS, UKCA, UL",ace Classic,ace Classic,"1/2.3""",7.93 mm,6.44 mm × 4.62 mm,10 fps,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",programmable via the camera API,1,,3.3 W,,46 % (typical),6 e¯ (typical),2.8 ke¯ (typical),54 dB (typical),34 dB (typical),,,,,,,,,3.7 W,10 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2048-37gmPRO,a2a2048-37gmpro,Basler,109472,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX900,Global Shutter,CMOS,2048 px × 1536 px,2.25 μm × 2.25 μm,,Mono,Visible + NIR,GigE,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,105 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL (in preparation)",ace 2 R,ace 2 R Pro,1/3.1'',5.81 mm,4.61 mm × 3.46 mm,37 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,,525 nm,86.8 % (typical),5.3 e¯ (typical),11.3 ke¯ (typical),64.5 dB (typical),39.9 dB (typical),,,,,,,,,,3.2 MP,,,up to 100 fps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2048-37gcBAS,a2a2048-37gcbas,Basler,109471,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX900,Global Shutter,CMOS,2048 px × 1536 px,2.25 μm × 2.25 μm,,Color,Visible + NIR,GigE,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL (in preparation)",ace 2 R,ace 2 R Basic,1/3.1'',5.81 mm,4.61 mm × 3.46 mm,37 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,,,,,,,,,,,,,,,,,3.2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2048-114g5cBAS,a2a2048-114g5cbas,Basler,109479,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX900,Global Shutter,CMOS,2048 px × 1536 px,2.25 μm × 2.25 μm,,Color,Visible + NIR,5GigE,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,105 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL (in preparation)",ace 2 R,ace 2 R Basic,1/3.1'',5.81 mm,4.61 mm × 3.46 mm,114 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s), 2.5 Gigabit Ethernet (2500 Mbit/s), 5 Gigabit Ethernet (5000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,,,,,,,,,,,,,,,,,3.2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
